datetime,count
2011-01-31 11:00,51
2011-01-31 12:00,108
2011-01-31 13:00,97
2011-01-31 14:00,108
2011-01-31 15:00,108
2011-01-31 16:00,51
2011-01-31 17:00,51
2011-01-31 18:00,51
2011-01-31 19:00,86
2011-01-31 20:00,174
2011-01-31 21:00,82
2011-01-31 22:00,108
2011-01-31 23:00,97
2011-02-20 0:00,108
2011-02-20 1:00,108
2011-02-20 2:00,108
2011-02-20 3:00,108
2011-02-20 4:00,108
2011-02-20 6:00,108
2011-02-20 7:00,68
2011-02-20 8:00,66
2011-02-20 9:00,108
2011-02-20 10:00,94
2011-02-20 11:00,94
2011-02-20 12:00,73
2011-02-20 13:00,232
2011-02-20 14:00,261
2011-02-20 15:00,232
2011-02-20 16:00,232
2011-02-20 17:00,261
2011-02-20 18:00,57
2011-02-20 19:00,57
2011-02-20 20:00,95
2011-02-20 21:00,20
2011-02-20 22:00,116
2011-02-20 23:00,116
2011-02-21 0:00,86
2011-02-21 1:00,86
2011-02-21 2:00,86
2011-02-21 3:00,86
2011-02-21 4:00,88
2011-02-21 5:00,73
2011-02-21 6:00,99
2011-02-21 7:00,99
2011-02-21 8:00,67
2011-02-21 9:00,67
2011-02-21 10:00,67
2011-02-21 11:00,87
2011-02-21 12:00,168
2011-02-21 13:00,11
2011-02-21 14:00,60
2011-02-21 15:00,60
2011-02-21 16:00,54
2011-02-21 17:00,60
2011-02-21 18:00,82
2011-02-21 19:00,82
2011-02-21 20:00,11
2011-02-21 21:00,54
2011-02-21 22:00,54
2011-02-21 23:00,54
2011-02-22 6:00,81
2011-02-22 7:00,81
2011-02-22 8:00,81
2011-02-22 9:00,81
2011-02-22 10:00,41
2011-02-22 11:00,77
2011-02-22 12:00,86
2011-02-22 13:00,77
2011-02-22 14:00,77
2011-02-22 15:00,99
2011-02-22 16:00,77
2011-02-22 17:00,77
2011-02-22 18:00,118
2011-02-22 19:00,94
2011-02-22 20:00,99
2011-02-22 21:00,94
2011-02-22 22:00,94
2011-02-22 23:00,94
2011-02-23 0:00,77
2011-02-23 1:00,99
2011-02-23 2:00,86
2011-02-23 3:00,77
2011-02-23 5:00,86
2011-02-23 6:00,86
2011-02-23 7:00,86
2011-02-23 8:00,77
2011-02-23 9:00,77
2011-02-23 10:00,83
2011-02-23 11:00,118
2011-02-23 12:00,83
2011-02-23 13:00,83
2011-02-23 14:00,218
2011-02-23 15:00,196
2011-02-23 16:00,196
2011-02-23 17:00,196
2011-02-23 18:00,196
2011-02-23 19:00,196
2011-02-23 20:00,77
2011-02-23 21:00,83
2011-02-23 22:00,83
2011-02-23 23:00,77
2011-02-24 0:00,77
2011-02-24 1:00,77
2011-02-24 2:00,77
2011-02-24 3:00,86
2011-02-24 5:00,74
2011-02-24 6:00,99
2011-02-24 7:00,99
2011-02-24 8:00,99
2011-02-24 9:00,81
2011-02-24 10:00,81
2011-02-24 11:00,103
2011-02-24 12:00,105
2011-02-24 13:00,105
2011-02-24 14:00,105
2011-02-24 15:00,60
2011-02-24 16:00,60
2011-02-24 17:00,125
2011-02-24 18:00,108
2011-02-24 19:00,38
2011-02-24 20:00,108
2011-02-24 21:00,108
2011-02-24 22:00,38
2011-02-24 23:00,69
2011-02-25 0:00,178
2011-02-25 1:00,115
2011-02-25 2:00,115
2011-02-25 3:00,154
2011-02-25 5:00,154
2011-02-25 6:00,178
2011-02-25 7:00,90
2011-02-25 8:00,90
2011-02-25 9:00,38
2011-02-25 10:00,30
2011-02-25 11:00,220
2011-02-25 12:00,107
2011-02-25 13:00,107
2011-02-25 14:00,107
2011-02-25 15:00,205
2011-02-25 16:00,94
2011-02-25 17:00,94
2011-02-25 18:00,94
2011-02-25 19:00,94
2011-02-25 20:00,94
2011-02-25 21:00,94
2011-02-25 22:00,94
2011-02-25 23:00,94
2011-02-26 0:00,78
2011-02-26 1:00,68
2011-02-26 2:00,68
2011-02-26 3:00,66
2011-02-26 4:00,12
2011-02-26 5:00,65
2011-02-26 6:00,36
2011-02-26 7:00,36
2011-02-26 8:00,12
2011-02-26 9:00,116
2011-02-26 10:00,65
2011-02-26 11:00,232
2011-02-26 12:00,94
2011-02-26 13:00,65
2011-02-26 14:00,65
2011-02-26 15:00,156
2011-02-26 16:00,179
2011-02-26 17:00,261
2011-02-26 18:00,261
2011-02-26 19:00,68
2011-02-26 20:00,78
2011-02-26 21:00,14
2011-02-26 22:00,32
2011-02-26 23:00,14
2011-02-27 0:00,67
2011-02-27 1:00,37
2011-02-27 2:00,73
2011-02-27 3:00,26
2011-02-27 4:00,73
2011-02-27 6:00,26
2011-02-27 7:00,73
2011-02-27 8:00,26
2011-02-27 9:00,26
2011-02-27 10:00,37
2011-02-27 11:00,125
2011-02-27 12:00,62
2011-02-27 13:00,232
2011-02-27 14:00,232
2011-02-27 15:00,125
2011-02-27 16:00,261
2011-02-27 17:00,118
2011-02-27 18:00,118
2011-02-27 19:00,125
2011-02-27 20:00,62
2011-02-27 21:00,118
2011-02-27 22:00,85
2011-02-27 23:00,154
2011-02-28 0:00,102
2011-02-28 1:00,38
2011-02-28 3:00,61
2011-02-28 5:00,115
2011-02-28 6:00,154
2011-02-28 7:00,154
2011-02-28 8:00,108
2011-02-28 9:00,233
2011-02-28 10:00,207
2011-02-28 11:00,191
2011-02-28 12:00,191
2011-02-28 13:00,79
2011-02-28 14:00,30
2011-02-28 15:00,30
2011-02-28 16:00,90
2011-02-28 17:00,30
2011-02-28 18:00,79
2011-02-28 19:00,30
2011-02-28 20:00,30
2011-02-28 21:00,47
2011-02-28 22:00,38
2011-02-28 23:00,108
2011-03-20 0:00,68
2011-03-20 1:00,68
2011-03-20 2:00,68
2011-03-20 3:00,68
2011-03-20 4:00,78
2011-03-20 5:00,78
2011-03-20 6:00,78
2011-03-20 7:00,78
2011-03-20 8:00,78
2011-03-20 9:00,66
2011-03-20 10:00,95
2011-03-20 11:00,125
2011-03-20 12:00,125
2011-03-20 13:00,232
2011-03-20 14:00,232
2011-03-20 15:00,232
2011-03-20 16:00,232
2011-03-20 17:00,179
2011-03-20 18:00,179
2011-03-20 19:00,179
2011-03-20 20:00,179
2011-03-20 21:00,88
2011-03-20 22:00,88
2011-03-20 23:00,62
2011-03-21 0:00,58
2011-03-21 1:00,68
2011-03-21 2:00,68
2011-03-21 3:00,68
2011-03-21 5:00,61
2011-03-21 6:00,58
2011-03-21 7:00,55
2011-03-21 8:00,57
2011-03-21 9:00,57
2011-03-21 10:00,90
2011-03-21 11:00,90
2011-03-21 12:00,90
2011-03-21 13:00,189
2011-03-21 14:00,141
2011-03-21 15:00,141
2011-03-21 16:00,99
2011-03-21 17:00,99
2011-03-21 18:00,254
2011-03-21 19:00,229
2011-03-21 20:00,219
2011-03-21 21:00,67
2011-03-21 22:00,67
2011-03-21 23:00,55
2011-03-22 0:00,67
2011-03-22 1:00,77
2011-03-22 2:00,55
2011-03-22 3:00,67
2011-03-22 4:00,189
2011-03-22 5:00,172
2011-03-22 6:00,204
2011-03-22 7:00,246
2011-03-22 8:00,158
2011-03-22 9:00,158
2011-03-22 10:00,158
2011-03-22 11:00,228
2011-03-22 12:00,214
2011-03-22 13:00,185
2011-03-22 14:00,214
2011-03-22 15:00,185
2011-03-22 16:00,183
2011-03-22 17:00,183
2011-03-22 18:00,212
2011-03-22 19:00,158
2011-03-22 20:00,158
2011-03-22 21:00,158
2011-03-22 22:00,158
2011-03-22 23:00,158
2011-03-23 0:00,74
2011-03-23 1:00,44
2011-03-23 2:00,44
2011-03-23 3:00,68
2011-03-23 5:00,18
2011-03-23 6:00,57
2011-03-23 7:00,29
2011-03-23 8:00,29
2011-03-23 9:00,57
2011-03-23 10:00,57
2011-03-23 11:00,189
2011-03-23 12:00,29
2011-03-23 13:00,113
2011-03-23 14:00,172
2011-03-23 15:00,189
2011-03-23 16:00,80
2011-03-23 17:00,80
2011-03-23 18:00,47
2011-03-23 19:00,47
2011-03-23 20:00,55
2011-03-23 21:00,55
2011-03-23 22:00,29
2011-03-23 23:00,29
2011-03-24 0:00,29
2011-03-24 1:00,29
2011-03-24 2:00,57
2011-03-24 3:00,29
2011-03-24 4:00,29
2011-03-24 5:00,29
2011-03-24 6:00,29
2011-03-24 7:00,18
2011-03-24 8:00,55
2011-03-24 9:00,29
2011-03-24 10:00,57
2011-03-24 11:00,57
2011-03-24 12:00,68
2011-03-24 13:00,49
2011-03-24 14:00,60
2011-03-24 15:00,68
2011-03-24 16:00,49
2011-03-24 17:00,49
2011-03-24 18:00,169
2011-03-24 19:00,104
2011-03-24 20:00,104
2011-03-24 21:00,10
2011-03-24 22:00,10
2011-03-24 23:00,10
2011-03-25 0:00,181
2011-03-25 1:00,10
2011-03-25 2:00,10
2011-03-25 3:00,44
2011-03-25 4:00,44
2011-03-25 5:00,10
2011-03-25 6:00,10
2011-03-25 7:00,104
2011-03-25 8:00,104
2011-03-25 9:00,134
2011-03-25 10:00,87
2011-03-25 11:00,134
2011-03-25 12:00,134
2011-03-25 13:00,151
2011-03-25 14:00,214
2011-03-25 15:00,160
2011-03-25 16:00,160
2011-03-25 17:00,160
2011-03-25 18:00,134
2011-03-25 19:00,160
2011-03-25 20:00,111
2011-03-25 21:00,138
2011-03-25 22:00,160
2011-03-25 23:00,160
2011-03-26 0:00,82
2011-03-26 1:00,90
2011-03-26 2:00,43
2011-03-26 3:00,43
2011-03-26 4:00,43
2011-03-26 5:00,43
2011-03-26 6:00,43
2011-03-26 7:00,43
2011-03-26 8:00,16
2011-03-26 9:00,16
2011-03-26 10:00,43
2011-03-26 11:00,43
2011-03-26 12:00,43
2011-03-26 13:00,43
2011-03-26 14:00,43
2011-03-26 15:00,105
2011-03-26 16:00,105
2011-03-26 17:00,43
2011-03-26 18:00,63
2011-03-26 19:00,82
2011-03-26 20:00,82
2011-03-26 21:00,63
2011-03-26 22:00,63
2011-03-26 23:00,82
2011-03-27 0:00,63
2011-03-27 1:00,82
2011-03-27 2:00,65
2011-03-27 3:00,105
2011-03-27 4:00,105
2011-03-27 6:00,36
2011-03-27 7:00,17
2011-03-27 8:00,26
2011-03-27 9:00,44
2011-03-27 10:00,82
2011-03-27 11:00,63
2011-03-27 12:00,63
2011-03-27 13:00,43
2011-03-27 14:00,43
2011-03-27 15:00,90
2011-03-27 16:00,38
2011-03-27 17:00,90
2011-03-27 18:00,43
2011-03-27 19:00,43
2011-03-27 20:00,43
2011-03-27 21:00,43
2011-03-27 22:00,43
2011-03-27 23:00,43
2011-03-28 0:00,181
2011-03-28 1:00,151
2011-03-28 2:00,151
2011-03-28 3:00,151
2011-03-28 5:00,151
2011-03-28 6:00,134
2011-03-28 7:00,134
2011-03-28 8:00,151
2011-03-28 9:00,138
2011-03-28 10:00,151
2011-03-28 11:00,160
2011-03-28 12:00,82
2011-03-28 13:00,138
2011-03-28 14:00,151
2011-03-28 15:00,134
2011-03-28 16:00,151
2011-03-28 17:00,134
2011-03-28 18:00,134
2011-03-28 19:00,104
2011-03-28 20:00,183
2011-03-28 21:00,183
2011-03-28 22:00,151
2011-03-28 23:00,134
2011-03-29 0:00,134
2011-03-29 1:00,134
2011-03-29 2:00,134
2011-03-29 3:00,134
2011-03-29 4:00,151
2011-03-29 5:00,134
2011-03-29 6:00,134
2011-03-29 7:00,134
2011-03-29 8:00,134
2011-03-29 9:00,134
2011-03-29 10:00,134
2011-03-29 11:00,160
2011-03-29 12:00,185
2011-03-29 13:00,134
2011-03-29 14:00,214
2011-03-29 15:00,185
2011-03-29 16:00,185
2011-03-29 17:00,183
2011-03-29 18:00,212
2011-03-29 19:00,185
2011-03-29 20:00,212
2011-03-29 21:00,212
2011-03-29 22:00,89
2011-03-29 23:00,123
2011-03-30 0:00,131
2011-03-30 1:00,212
2011-03-30 2:00,131
2011-03-30 3:00,131
2011-03-30 4:00,131
2011-03-30 5:00,160
2011-03-30 6:00,107
2011-03-30 7:00,219
2011-03-30 8:00,160
2011-03-30 9:00,138
2011-03-30 10:00,138
2011-03-30 11:00,160
2011-03-30 12:00,251
2011-03-30 13:00,251
2011-03-30 14:00,144
2011-03-30 15:00,55
2011-03-30 16:00,55
2011-03-30 17:00,12
2011-03-30 18:00,29
2011-03-30 19:00,29
2011-03-30 20:00,55
2011-03-30 21:00,57
2011-03-30 22:00,18
2011-03-30 23:00,55
2011-03-31 0:00,18
2011-03-31 1:00,18
2011-03-31 2:00,18
2011-03-31 3:00,18
2011-03-31 4:00,55
2011-03-31 5:00,18
2011-03-31 6:00,55
2011-03-31 7:00,55
2011-03-31 8:00,57
2011-03-31 9:00,55
2011-03-31 10:00,55
2011-03-31 11:00,18
2011-03-31 12:00,18
2011-03-31 13:00,12
2011-03-31 14:00,12
2011-03-31 15:00,55
2011-03-31 16:00,57
2011-03-31 17:00,57
2011-03-31 18:00,59
2011-03-31 19:00,59
2011-03-31 20:00,55
2011-03-31 21:00,29
2011-03-31 22:00,55
2011-03-31 23:00,18
2011-04-20 0:00,77
2011-04-20 1:00,67
2011-04-20 2:00,67
2011-04-20 3:00,55
2011-04-20 4:00,77
2011-04-20 5:00,67
2011-04-20 6:00,67
2011-04-20 7:00,55
2011-04-20 8:00,216
2011-04-20 9:00,312
2011-04-20 10:00,166
2011-04-20 11:00,166
2011-04-20 12:00,354
2011-04-20 13:00,354
2011-04-20 14:00,354
2011-04-20 15:00,289
2011-04-20 16:00,289
2011-04-20 17:00,289
2011-04-20 18:00,354
2011-04-20 19:00,354
2011-04-20 20:00,344
2011-04-20 21:00,354
2011-04-20 22:00,354
2011-04-20 23:00,354
2011-04-21 0:00,379
2011-04-21 1:00,274
2011-04-21 2:00,214
2011-04-21 3:00,158
2011-04-21 4:00,158
2011-04-21 5:00,158
2011-04-21 6:00,158
2011-04-21 7:00,144
2011-04-21 8:00,158
2011-04-21 9:00,144
2011-04-21 10:00,214
2011-04-21 11:00,214
2011-04-21 12:00,185
2011-04-21 13:00,214
2011-04-21 14:00,214
2011-04-21 15:00,379
2011-04-21 16:00,379
2011-04-21 17:00,185
2011-04-21 18:00,214
2011-04-21 19:00,214
2011-04-21 20:00,183
2011-04-21 21:00,185
2011-04-21 22:00,212
2011-04-21 23:00,183
2011-04-22 0:00,106
2011-04-22 1:00,228
2011-04-22 2:00,228
2011-04-22 3:00,228
2011-04-22 4:00,104
2011-04-22 5:00,181
2011-04-22 6:00,104
2011-04-22 7:00,169
2011-04-22 8:00,169
2011-04-22 9:00,235
2011-04-22 10:00,189
2011-04-22 11:00,74
2011-04-22 12:00,26
2011-04-22 13:00,198
2011-04-22 14:00,55
2011-04-22 15:00,198
2011-04-22 16:00,113
2011-04-22 17:00,18
2011-04-22 18:00,18
2011-04-22 19:00,18
2011-04-22 20:00,18
2011-04-22 21:00,18
2011-04-22 22:00,12
2011-04-22 23:00,113
2011-04-23 0:00,16
2011-04-23 1:00,16
2011-04-23 2:00,138
2011-04-23 3:00,40
2011-04-23 4:00,40
2011-04-23 5:00,40
2011-04-23 6:00,36
2011-04-23 7:00,51
2011-04-23 8:00,52
2011-04-23 9:00,52
2011-04-23 10:00,36
2011-04-23 11:00,36
2011-04-23 12:00,158
2011-04-23 13:00,158
2011-04-23 14:00,236
2011-04-23 15:00,236
2011-04-23 16:00,236
2011-04-23 17:00,236
2011-04-23 18:00,160
2011-04-23 19:00,158
2011-04-23 20:00,89
2011-04-23 21:00,89
2011-04-23 22:00,189
2011-04-23 23:00,190
2011-04-24 0:00,159
2011-04-24 1:00,111
2011-04-24 2:00,111
2011-04-24 3:00,26
2011-04-24 4:00,26
2011-04-24 5:00,26
2011-04-24 6:00,79
2011-04-24 7:00,79
2011-04-24 8:00,159
2011-04-24 9:00,158
2011-04-24 10:00,160
2011-04-24 11:00,255
2011-04-24 12:00,360
2011-04-24 13:00,341
2011-04-24 14:00,341
2011-04-24 15:00,341
2011-04-24 16:00,552
2011-04-24 17:00,360
2011-04-24 18:00,160
2011-04-24 19:00,108
2011-04-24 20:00,108
2011-04-24 21:00,43
2011-04-24 22:00,43
2011-04-24 23:00,208
2011-04-25 0:00,35
2011-04-25 1:00,137
2011-04-25 2:00,137
2011-04-25 3:00,172
2011-04-25 4:00,220
2011-04-25 5:00,131
2011-04-25 6:00,131
2011-04-25 7:00,220
2011-04-25 8:00,93
2011-04-25 9:00,93
2011-04-25 10:00,259
2011-04-25 11:00,259
2011-04-25 12:00,284
2011-04-25 13:00,352
2011-04-25 14:00,347
2011-04-25 15:00,347
2011-04-25 16:00,312
2011-04-25 17:00,312
2011-04-25 18:00,312
2011-04-25 19:00,312
2011-04-25 20:00,312
2011-04-25 21:00,216
2011-04-25 22:00,216
2011-04-25 23:00,216
2011-04-26 0:00,216
2011-04-26 1:00,216
2011-04-26 2:00,234
2011-04-26 3:00,234
2011-04-26 4:00,234
2011-04-26 5:00,234
2011-04-26 6:00,95
2011-04-26 7:00,234
2011-04-26 8:00,234
2011-04-26 9:00,216
2011-04-26 10:00,284
2011-04-26 11:00,284
2011-04-26 12:00,312
2011-04-26 13:00,312
2011-04-26 14:00,312
2011-04-26 15:00,312
2011-04-26 16:00,312
2011-04-26 17:00,312
2011-04-26 18:00,284
2011-04-26 19:00,216
2011-04-26 20:00,216
2011-04-26 21:00,216
2011-04-26 22:00,216
2011-04-26 23:00,216
2011-04-27 0:00,95
2011-04-27 1:00,234
2011-04-27 2:00,234
2011-04-27 3:00,183
2011-04-27 4:00,95
2011-04-27 5:00,183
2011-04-27 6:00,234
2011-04-27 7:00,183
2011-04-27 8:00,183
2011-04-27 9:00,183
2011-04-27 10:00,183
2011-04-27 11:00,223
2011-04-27 12:00,216
2011-04-27 13:00,216
2011-04-27 14:00,284
2011-04-27 15:00,284
2011-04-27 16:00,284
2011-04-27 17:00,103
2011-04-27 18:00,103
2011-04-27 19:00,216
2011-04-27 20:00,234
2011-04-27 21:00,234
2011-04-27 22:00,183
2011-04-27 23:00,183
2011-04-28 0:00,216
2011-04-28 1:00,183
2011-04-28 2:00,183
2011-04-28 3:00,223
2011-04-28 4:00,183
2011-04-28 5:00,183
2011-04-28 6:00,223
2011-04-28 7:00,223
2011-04-28 8:00,223
2011-04-28 9:00,103
2011-04-28 10:00,183
2011-04-28 11:00,183
2011-04-28 12:00,223
2011-04-28 13:00,183
2011-04-28 14:00,234
2011-04-28 15:00,284
2011-04-28 16:00,216
2011-04-28 17:00,354
2011-04-28 18:00,354
2011-04-28 19:00,354
2011-04-28 20:00,274
2011-04-28 21:00,377
2011-04-28 22:00,274
2011-04-28 23:00,264
2011-04-29 0:00,379
2011-04-29 1:00,212
2011-04-29 2:00,85
2011-04-29 3:00,89
2011-04-29 4:00,85
2011-04-29 5:00,183
2011-04-29 6:00,214
2011-04-29 7:00,274
2011-04-29 8:00,379
2011-04-29 9:00,379
2011-04-29 10:00,379
2011-04-29 11:00,337
2011-04-29 12:00,379
2011-04-29 13:00,379
2011-04-29 14:00,354
2011-04-29 15:00,163
2011-04-29 16:00,163
2011-04-29 17:00,163
2011-04-29 18:00,379
2011-04-29 19:00,228
2011-04-29 20:00,185
2011-04-29 21:00,106
2011-04-29 22:00,106
2011-04-29 23:00,131
2011-04-30 0:00,206
2011-04-30 1:00,445
2011-04-30 2:00,445
2011-04-30 3:00,445
2011-04-30 4:00,445
2011-04-30 5:00,116
2011-04-30 6:00,116
2011-04-30 7:00,116
2011-04-30 8:00,116
2011-04-30 9:00,116
2011-04-30 10:00,244
2011-04-30 11:00,244
2011-04-30 12:00,410
2011-04-30 13:00,410
2011-04-30 14:00,280
2011-04-30 15:00,252
2011-04-30 16:00,280
2011-04-30 17:00,252
2011-04-30 18:00,252
2011-04-30 19:00,252
2011-04-30 20:00,137
2011-04-30 21:00,137
2011-04-30 22:00,42
2011-04-30 23:00,42
2011-05-20 0:00,55
2011-05-20 1:00,55
2011-05-20 2:00,55
2011-05-20 3:00,55
2011-05-20 4:00,55
2011-05-20 5:00,77
2011-05-20 6:00,77
2011-05-20 7:00,97
2011-05-20 8:00,166
2011-05-20 9:00,259
2011-05-20 10:00,219
2011-05-20 11:00,141
2011-05-20 12:00,219
2011-05-20 13:00,297
2011-05-20 14:00,347
2011-05-20 15:00,220
2011-05-20 16:00,220
2011-05-20 17:00,231
2011-05-20 18:00,347
2011-05-20 19:00,153
2011-05-20 20:00,266
2011-05-20 21:00,266
2011-05-20 22:00,166
2011-05-20 23:00,259
2011-05-21 0:00,98
2011-05-21 1:00,112
2011-05-21 2:00,98
2011-05-21 3:00,101
2011-05-21 4:00,101
2011-05-21 5:00,101
2011-05-21 6:00,101
2011-05-21 7:00,98
2011-05-21 8:00,236
2011-05-21 9:00,195
2011-05-21 10:00,137
2011-05-21 11:00,335
2011-05-21 12:00,320
2011-05-21 13:00,519
2011-05-21 14:00,519
2011-05-21 15:00,552
2011-05-21 16:00,504
2011-05-21 17:00,517
2011-05-21 18:00,517
2011-05-21 19:00,464
2011-05-21 20:00,156
2011-05-21 21:00,137
2011-05-21 22:00,98
2011-05-21 23:00,112
2011-05-22 0:00,159
2011-05-22 1:00,106
2011-05-22 2:00,106
2011-05-22 3:00,101
2011-05-22 4:00,26
2011-05-22 5:00,101
2011-05-22 6:00,106
2011-05-22 7:00,106
2011-05-22 8:00,112
2011-05-22 9:00,98
2011-05-22 10:00,98
2011-05-22 11:00,320
2011-05-22 12:00,292
2011-05-22 13:00,292
2011-05-22 14:00,182
2011-05-22 15:00,292
2011-05-22 16:00,335
2011-05-22 17:00,341
2011-05-22 18:00,320
2011-05-22 19:00,320
